@relation CornellMovies_v2

@attribute positive_adjectives_count numeric
@attribute negative_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adjectives_count numeric
@attribute positive_to_negative_ratio_of_adverbs_count numeric
@attribute positive_adverbs_count_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_count_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_count_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_count_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_count_and_bigrams_with_adverbs numeric
@attribute selected_ngrams_count numeric
@attribute original_document_size numeric
@attribute positive_unigrams_and_bigrams_count numeric
@attribute negative_unigrams_and_bigrams_count numeric
@attribute percentage_of_negated_ngrams_by_document_size numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_count numeric
@attribute positive_unigrams_bigrams_and_trigrams_count numeric
@attribute negative_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_count numeric
@attribute positive_adjectives_sum numeric
@attribute negative_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adjectives_sum numeric
@attribute positive_to_negative_ratio_of_adverbs_sum numeric
@attribute sum_ratio_of_positive_adjectives numeric
@attribute sum_ratio_of_positive_adverbs numeric
@attribute sum_ratio_of_negative_adjectives numeric
@attribute sum_ratio_of_negative_adverbs numeric
@attribute positive_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute negative_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute positive_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute negative_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adjectives_sum_and_bigrams_with_adjectives numeric
@attribute positive_to_negative_ratio_of_adverbs_sum_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_positive_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_negative_adjectives_and_bigrams_with_adjectives numeric
@attribute sum_ratio_of_positive_adverbs_and_bigrams_with_adverbs numeric
@attribute sum_ratio_of_negative_adverbs_and_bigrams_with_adverbs numeric
@attribute positive_unigrams_and_bigrams_sum numeric
@attribute negative_unigrams_and_bigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_and_bigrams numeric
@attribute sum_ratio_of_negative_unigrams_and_bigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_and_bigrams_sum numeric
@attribute positive_unigrams_bigrams_and_trigrams_sum numeric
@attribute negative_unigrams_bigrams_and_trigrams_sum numeric
@attribute sum_ratio_of_positive_unigrams_bigrams_and_trigrams numeric
@attribute sum_ratio_of_negative_unigrams_bigrams_and_trigrams numeric
@attribute positive_to_negative_ratio_of_unigrams_bigrams_and_trigrams_sum numeric
@attribute max_rule_for_adjective numeric
@attribute max_rule_for_adverbs_and_bigrams_with_adverbs numeric
@attribute max_rule_for_adjective_and_bigrams_with_adjectives numeric
@attribute max_rule_for_unigrams_and_bigrams numeric
@attribute max_rule_for_unigrams_bigrams_and_trigrams numeric
@attribute polarity {positive,negative}

@data
24,5,19,-1,0,1,25,5,20,-1,31,412,25,6,0,19,25,6,19,5.6634,-1.717605,3.945795,-0.63009,0.013746,0,-0.004169,-0.001529,0,-0.63009,6.11595,-1.717605,4.398345,-0.63009,0.014845,-0.004169,0,-0.001529,6.11595,-2.347695,0.014845,-0.005698,3.768255,6.11595,-2.347695,0.014845,-0.005698,8.463645,1,0,1,1,1,positive
39,25,14,2,6,2,44,28,16,4,80,894,50,30,0.003356,20,50,30,20,14.22514,-9.931155,4.293985,0.391443,0.015912,0.000499,-0.011109,-0.000061,0.883948,-0.526853,16.854775,-12.754465,4.10031,0.357095,0.018853,-0.014267,0.000989,-0.000589,17.738723,-13.281318,0.019842,-0.014856,4.457405,17.738723,-13.281318,0.019842,-0.014856,31.020041,0,0,0,0,0,positive
16,6,10,5,6,1,18,6,12,5,31,386,24,7,0,17,24,7,17,5.09765,-2.782695,2.314955,0.340792,0.013206,0.001024,-0.007209,-0.000141,0.395152,-0.05436,6.29277,-2.782695,3.510075,0.340792,0.016303,-0.007209,0.001024,-0.000141,6.687922,-2.837055,0.017326,-0.00735,3.850867,6.687922,-2.837055,0.017326,-0.00735,9.524977,0,1,0,0,0,positive
16,4,12,0,0,0,16,5,11,0,21,200,16,5,0,11,16,5,11,3.96538,-2.001075,1.964305,0,0.019827,0,-0.010005,0,0,0,3.96538,-2.648063,1.317318,0,0.019827,-0.01324,0,0,3.96538,-2.648063,0.019827,-0.01324,1.317318,3.96538,-2.648063,0.019827,-0.01324,6.613443,0,-1,0,0,0,positive
9,2,7,3,3,0,9,3,6,3,15,198,12,3,0,9,12,3,9,4.10542,-0.68325,3.42217,0.43579,0.020734,0.002201,-0.003451,0,0.43579,0,4.10542,-1.058265,3.047155,0.43579,0.020734,-0.005345,0.002201,0,4.54121,-1.058265,0.022935,-0.005345,3.482945,4.54121,-1.058265,0.022935,-0.005345,5.599475,1,1,1,1,1,positive
34,15,19,2,2,2,46,26,20,0,76,800,48,28,0.0225,20,48,28,20,9.98238,-3.95415,6.02823,0.179838,0.012478,0.000225,-0.004943,0,0.179838,-0.739473,13.732721,-7.074875,6.657846,-0.559635,0.017166,-0.008844,0.000225,-0.000924,13.91256,-7.814348,0.017391,-0.009768,6.098211,13.91256,-7.814348,0.017391,-0.009768,21.726908,0,0,0,0,0,positive
25,7,18,4,5,2,26,8,18,3,41,453,31,10,0.004415,21,31,10,21,5.45082,-2.98914,2.46168,0.51188,0.012033,0.001329,-0.006599,-0.000199,0.602,-0.50099,6.17341,-3.19157,2.98184,0.10101,0.013628,-0.007045,0.001329,-0.001106,6.77541,-3.69256,0.014957,-0.008151,3.08285,6.77541,-3.69256,0.014957,-0.008151,10.46797,0,0,0,0,0,negative
17,5,12,-1,1,2,19,7,12,-1,29,357,20,9,0.011204,11,20,9,11,4.501465,-2.21121,2.290255,0.5306,0.012609,0.001891,-0.006194,-0.000405,0.67508,-0.14448,4.79888,-2.862435,1.936445,0.5306,0.013442,-0.008018,0.001891,-0.000405,5.47396,-3.006915,0.015333,-0.008423,2.467045,5.47396,-3.006915,0.015333,-0.008423,8.480875,0,1,0,0,0,negative
40,15,25,-2,3,6,46,20,26,-3,75,973,49,26,0.005139,23,49,26,23,11.83806,-4.81806,7.02,-0.66398,0.012167,0.000392,-0.004952,-0.001074,0.381235,-1.366955,13.581886,-7.39082,6.191066,-0.98572,0.013959,-0.007596,0.000392,-0.001405,13.963121,-8.757775,0.014351,-0.009001,5.205346,13.963121,-8.757775,0.014351,-0.009001,22.720896,0,0,0,0,0,positive
18,10,8,-4,0,4,18,11,7,-4,33,349,18,15,0.002865,3,18,15,3,4.98064,-4.748505,0.232135,-0.05436,0.014271,0,-0.013606,-0.000156,0,-0.05436,4.98064,-4.781125,0.199515,-0.05436,0.014271,-0.013699,0,-0.000156,4.98064,-4.835485,0.014271,-0.013855,0.145155,4.98064,-4.835485,0.014271,-0.013855,9.816125,0,0,0,0,0,negative
10,6,4,0,2,2,10,7,3,0,21,265,12,9,0,3,12,9,3,2.66297,-2.21592,0.44705,-0.104945,0.010049,0.002147,-0.008362,-0.002543,0.56905,-0.673995,2.66297,-2.459745,0.203225,-0.104945,0.010049,-0.009282,0.002147,-0.002543,3.23202,-3.13374,0.012196,-0.011825,0.09828,3.23202,-3.13374,0.012196,-0.011825,6.36576,1,0,1,1,1,negative
31,30,1,-1,3,4,40,36,4,-1,83,850,43,40,0.012941,3,43,40,3,5.30267,-14.926185,-9.623515,-0.47423,0.006238,0.000353,-0.01756,-0.000911,0.30034,-0.77457,7.348335,-16.62115,-9.272815,-0.47423,0.008645,-0.019554,0.000353,-0.000911,7.648675,-17.39572,0.008998,-0.020466,-9.747045,7.648675,-17.39572,0.008998,-0.020466,25.044395,0,0,0,0,0,negative
7,3,4,-1,0,1,7,3,4,-1,11,123,7,4,0,3,7,4,3,2.85485,-0.847815,2.007035,-0.415125,0.02321,0,-0.006893,-0.003375,0,-0.415125,2.85485,-0.847815,2.007035,-0.415125,0.02321,-0.006893,0,-0.003375,2.85485,-1.26294,0.02321,-0.010268,1.59191,2.85485,-1.26294,0.02321,-0.010268,4.11779,1,0,1,1,1,negative
28,7,21,-1,0,1,31,7,24,-1,39,298,31,8,0,23,31,8,23,8.6775,-2.12649,6.55101,-0.05436,0.029119,0,-0.007136,-0.000182,0,-0.05436,10.45264,-2.12649,8.32615,-0.05436,0.035076,-0.007136,0,-0.000182,10.45264,-2.18085,0.035076,-0.007318,8.27179,10.45264,-2.18085,0.035076,-0.007318,12.63349,1,0,1,1,1,positive
14,9,5,1,1,0,14,11,3,1,26,272,15,11,0,4,15,11,4,5.01756,-4.17159,0.84597,0.39079,0.018447,0.001437,-0.015337,0,0.39079,0,5.01756,-5.70159,-0.68403,0.39079,0.018447,-0.020962,0.001437,0,5.40835,-5.70159,0.019884,-0.020962,-0.29324,5.40835,-5.70159,0.019884,-0.020962,11.10994,0,1,0,0,0,positive
32,14,18,5,6,2,36,18,18,4,62,668,42,20,0.004491,22,42,20,22,7.407473,-4.04202,3.365453,0.606137,0.011089,0.000989,-0.006051,-0.000081,0.660497,-0.469485,9.100679,-5.532353,3.568327,0.191012,0.013624,-0.008282,0.000989,-0.000703,9.761176,-6.001838,0.014613,-0.008985,3.759338,9.761176,-6.001838,0.014613,-0.008985,15.763013,0,0,0,0,0,positive
7,4,3,1,1,1,8,5,3,0,15,142,9,6,0.014085,3,9,6,3,2.74991,-1.01235,1.73756,0.195395,0.019366,0.001376,-0.007129,0,0.195395,-0.304605,2.916165,-1.346095,1.57007,-0.10921,0.020536,-0.00948,0.001376,-0.002145,3.11156,-1.6507,0.021912,-0.011625,1.46086,3.11156,-1.6507,0.021912,-0.011625,4.76226,1,0,1,1,1,positive
17,8,9,0,0,0,18,9,9,0,27,291,18,9,0,9,18,9,9,6.43298,-4.55313,1.87985,0,0.022106,0,-0.015646,0,0,0,6.75555,-4.87563,1.87992,0,0.023215,-0.016755,0,0,6.75555,-4.87563,0.023215,-0.016755,1.87992,6.75555,-4.87563,0.023215,-0.016755,11.63118,0,-1,0,0,0,positive
24,17,7,2,3,1,30,24,6,2,58,597,33,25,0.0134,8,33,25,8,7.19808,-7.497915,-0.299835,0.252805,0.012057,0.001119,-0.012559,-0.000695,0.66793,-0.415125,8.7538,-9.440445,-0.686645,0.252805,0.014663,-0.015813,0.001119,-0.000695,9.42173,-9.85557,0.015782,-0.016508,-0.43384,9.42173,-9.85557,0.015782,-0.016508,19.2773,0,0,0,0,0,positive
4,3,1,1,3,2,5,4,1,1,15,250,8,6,0,2,8,7,1,1.48233,-0.71001,0.77232,0.12563,0.005929,0.003023,-0.00284,-0.00252,0.75572,-0.63009,1.704594,-1.516365,0.188229,0.12563,0.006818,-0.006065,0.003023,-0.00252,2.460314,-2.146455,0.009841,-0.008586,0.313859,2.460314,-2.56158,0.009841,-0.010246,5.021894,1,1,0,0,1,negative
5,6,-1,1,2,1,6,8,-2,1,17,239,8,9,0.008368,-1,8,9,-1,1.61479,-3.85542,-2.24063,0.38523,0.006756,0.001989,-0.016131,-0.000377,0.47535,-0.09012,1.83738,-4.87804,-3.04066,0.38523,0.007688,-0.02041,0.001989,-0.000377,2.31273,-4.96816,0.009677,-0.020787,-2.65543,2.31273,-4.96816,0.009677,-0.020787,7.28089,0,1,0,0,0,negative
49,28,21,5,7,3,54,37,17,4,101,1289,61,40,0.003879,21,61,40,21,11.424145,-9.68229,1.741855,0.293115,0.008863,0.000549,-0.007511,-0.000322,1.06151,-1.41648,12.785548,-11.903109,0.882439,-0.35497,0.009919,-0.009234,0.000824,-0.001099,13.847058,-13.319589,0.010742,-0.010333,0.527469,13.847058,-13.319589,0.010742,-0.010333,27.166647,0,0,0,0,0,positive
5,3,2,1,1,0,6,3,3,1,10,148,7,3,0,4,7,3,4,1.59526,-1.427295,0.167965,0.35327,0.010779,0.002387,-0.009644,0,0.35327,0,1.93951,-1.427295,0.512215,0.35327,0.013105,-0.009644,0.002387,0,2.29278,-1.427295,0.015492,-0.009644,0.865485,2.29278,-1.427295,0.015492,-0.009644,3.720075,0,1,0,0,0,negative
9,1,8,0,0,1,12,3,9,-1,16,228,12,4,0.026316,8,12,4,8,3.16753,-0.24378,2.92375,0,0.013893,0,-0.001069,0,0,-0.10921,3.865015,-0.81618,3.048835,-0.10921,0.016952,-0.00358,0,-0.000479,3.865015,-0.92539,0.016952,-0.004059,2.939625,3.865015,-0.92539,0.016952,-0.004059,4.790405,1,0,1,1,1,positive
9,7,2,0,0,0,9,7,2,0,16,242,9,7,0,2,9,7,2,3.85288,-1.936425,1.916455,0,0.015921,0,-0.008002,0,0,0,3.85288,-1.936425,1.916455,0,0.015921,-0.008002,0,0,3.85288,-1.936425,0.015921,-0.008002,1.916455,3.85288,-1.936425,0.015921,-0.008002,5.789305,1,-1,1,1,1,negative
61,36,25,6,8,2,69,40,29,6,119,1199,77,42,0.001668,35,77,42,35,17.968682,-9.089415,8.879267,-0.128817,0.014986,0.000487,-0.007581,-0.000594,0.583623,-0.71244,20.919318,-10.153235,10.766083,-0.128817,0.017447,-0.008468,0.000487,-0.000594,21.502941,-10.865675,0.017934,-0.009062,10.637266,21.502941,-10.865675,0.017934,-0.009062,32.368616,0,0,0,0,0,positive
11,4,7,3,3,0,13,8,5,3,24,401,16,8,0.002494,8,16,8,8,4.6176,-1.41339,3.20421,0.71117,0.011515,0.001773,-0.003525,0,0.71117,0,5.08772,-3.235965,1.851755,0.71117,0.012688,-0.00807,0.001773,0,5.79889,-3.235965,0.014461,-0.00807,2.562925,5.79889,-3.235965,0.014461,-0.00807,9.034855,0,1,0,0,0,positive
19,11,8,2,2,0,22,12,10,2,36,306,24,12,0,12,24,12,12,5.54398,-3.650325,1.893655,0.47331,0.018118,0.001547,-0.011929,0,0.47331,0,6.83158,-4.21794,2.61364,0.47331,0.022325,-0.013784,0.001547,0,7.30489,-4.21794,0.023872,-0.013784,3.08695,7.30489,-4.21794,0.023872,-0.013784,11.52283,0,1,0,0,0,positive
22,9,13,4,8,3,25,11,14,5,47,669,33,14,0,19,33,14,19,7.051395,-2.782755,4.26864,0.19519,0.01054,0.001247,-0.00416,-0.000955,0.92232,-0.638813,8.519359,-4.22142,4.297939,0.283508,0.012734,-0.00631,0.001379,-0.000955,9.441679,-4.860233,0.014113,-0.007265,4.581446,9.441679,-4.860233,0.014113,-0.007265,14.301911,1,0,1,1,1,negative
10,4,6,1,1,0,11,5,6,1,17,241,12,5,0.004149,7,12,5,7,3.83767,-1.60905,2.22862,0.39079,0.015924,0.001622,-0.006677,0,0.39079,0,4.37272,-1.65404,2.71868,0.39079,0.018144,-0.006863,0.001622,0,4.76351,-1.65404,0.019766,-0.006863,3.10947,4.76351,-1.65404,0.019766,-0.006863,6.41755,1,1,1,1,1,positive
6,4,2,1,1,0,6,9,-3,1,16,220,7,9,0.009091,-2,7,9,-2,1.81275,-1.4278,0.38495,0.1983,0.00824,0.000901,-0.00649,0,0.1983,0,1.81275,-4.52666,-2.71391,0.1983,0.00824,-0.020576,0.000901,0,2.01105,-4.52666,0.009141,-0.020576,-2.51561,2.01105,-4.52666,0.009141,-0.020576,6.53771,1,1,0,0,0,positive
16,29,-13,0,4,6,21,30,-9,-2,61,735,25,36,0.005442,-11,25,36,-11,5.67041,-2.539969,3.130441,0.03052,0.007715,0.000238,-0.003456,-0.000197,0.33739,-0.85916,7.573763,-2.550285,5.023478,-0.52177,0.010304,-0.00347,0.000459,-0.001169,7.911153,-3.409445,0.010763,-0.004639,4.501708,7.911153,-3.409445,0.010763,-0.004639,11.320598,0,0,0,0,0,positive
13,4,9,-3,1,4,13,4,9,-3,22,243,14,8,0,6,14,8,6,4.72613,-1.08024,3.64589,-0.061855,0.019449,0.001454,-0.004445,-0.001708,0.35327,-0.415125,4.72613,-1.08024,3.64589,-0.061855,0.019449,-0.004445,0.001454,-0.001708,5.0794,-1.495365,0.020903,-0.006154,3.584035,5.0794,-1.495365,0.020903,-0.006154,6.574765,1,1,1,1,1,positive
20,3,17,0,3,3,21,5,16,0,32,298,24,8,0.010067,16,24,8,16,4.25448,-0.655935,3.598545,0.27328,0.014277,0.001856,-0.002201,-0.000939,0.55318,-0.2799,4.45704,-1.190845,3.266195,0.27328,0.014957,-0.003996,0.001856,-0.000939,5.01022,-1.470745,0.016813,-0.004935,3.539475,5.01022,-1.470745,0.016813,-0.004935,6.480965,1,0,1,1,1,negative
60,16,44,-4,2,6,65,24,41,-4,97,1207,67,30,0.004971,37,67,30,37,13.061595,-4.631895,8.4297,-0.5564,0.010822,0.000628,-0.003838,-0.001089,0.7576,-1.314,14.71372,-7.240075,7.473645,-0.5564,0.01219,-0.005998,0.000628,-0.001089,15.47132,-8.554075,0.012818,-0.007087,6.917245,15.47132,-8.554075,0.012818,-0.007087,24.025395,0,1,0,0,0,positive
6,6,0,0,2,1,9,8,1,1,20,199,11,9,0.035176,2,11,9,2,2.30532,-1.320465,0.984855,0,0.011585,0,-0.006636,0,0.530515,-0.14673,3.398865,-1.846715,1.55215,0.383785,0.01708,-0.00928,0.002666,-0.000737,3.92938,-1.993445,0.019746,-0.010017,1.935935,3.92938,-1.993445,0.019746,-0.010017,5.922825,1,1,1,1,1,negative
15,5,10,1,2,1,15,6,9,1,24,325,17,7,0,10,17,7,10,5.31031,-1.784865,3.525445,0.26315,0.016339,0.001087,-0.005492,-0.000277,0.35327,-0.09012,5.31031,-2.64375,2.66656,0.26315,0.016339,-0.008135,0.001087,-0.000277,5.66358,-2.73387,0.017426,-0.008412,2.92971,5.66358,-2.73387,0.017426,-0.008412,8.39745,1,1,0,0,0,negative
12,4,8,0,1,1,13,5,8,0,20,259,14,6,0,8,14,6,8,5.707227,-1.025955,4.681272,-0.236865,0.022036,0.000688,-0.003961,-0.001603,0.17826,-0.415125,5.946845,-1.102095,4.84475,-0.236865,0.022961,-0.004255,0.000688,-0.001603,6.125105,-1.51722,0.023649,-0.005858,4.607885,6.125105,-1.51722,0.023649,-0.005858,7.642325,1,0,1,1,1,negative
17,7,10,0,1,1,20,12,8,0,34,573,21,13,0.008726,8,21,13,8,4.74314,-2.75658,1.98656,-0.50801,0.008278,0.000213,-0.004811,-0.0011,0.12208,-0.63009,6.07086,-6.38393,-0.31307,-0.50801,0.010595,-0.011141,0.000213,-0.0011,6.19294,-7.01402,0.010808,-0.012241,-0.82108,6.19294,-7.01402,0.010808,-0.012241,13.20696,0,0,0,0,0,positive
6,4,2,0,0,0,9,7,2,0,16,175,9,7,0.022857,2,9,7,2,1.70534,-3.185085,-1.479745,0,0.009745,0,-0.0182,0,0,0,2.856175,-3.889975,-1.0338,0,0.016321,-0.022228,0,0,2.856175,-3.889975,0.016321,-0.022228,-1.0338,2.856175,-3.889975,0.016321,-0.022228,6.74615,0,-1,0,0,0,negative
13,4,9,2,2,0,15,6,9,2,23,203,17,6,0,11,17,6,11,3.94545,-1.539015,2.406435,0.63083,0.019436,0.003108,-0.007581,0,0.63083,0,4.44885,-2.784195,1.664655,0.63083,0.021916,-0.013715,0.003108,0,5.07968,-2.784195,0.025023,-0.013715,2.295485,5.07968,-2.784195,0.025023,-0.013715,7.863875,0,1,0,0,0,negative
22,5,17,6,6,0,26,9,17,6,41,584,32,9,0.006849,23,32,9,23,7.190166,-1.45104,5.739126,1.24359,0.012312,0.002129,-0.002485,0,1.24359,0,8.395221,-2.431454,5.963768,1.24359,0.014375,-0.004163,0.002129,0,9.638811,-2.431454,0.016505,-0.004163,7.207358,9.638811,-2.431454,0.016505,-0.004163,12.070265,1,1,1,1,1,positive
8,1,7,2,2,0,9,3,6,2,14,210,11,3,0,8,11,3,8,2.85035,-0.511245,2.339105,0.08252,0.013573,0.000393,-0.002435,0,0.08252,0,3.08791,-1.4583,1.62961,0.08252,0.014704,-0.006944,0.000393,0,3.17043,-1.4583,0.015097,-0.006944,1.71213,3.17043,-1.4583,0.015097,-0.006944,4.62873,1,1,1,1,1,negative
10,8,2,1,1,0,10,10,0,1,21,254,11,10,0,1,11,10,1,4.10315,-4.20696,-0.10381,0.39079,0.016154,0.001539,-0.016563,0,0.39079,0,4.10315,-5.693751,-1.590601,0.39079,0.016154,-0.022416,0.001539,0,4.49394,-5.693751,0.017693,-0.022416,-1.199811,4.49394,-5.693751,0.017693,-0.022416,10.187691,0,1,0,0,0,negative
7,9,-2,-1,0,1,7,10,-3,-1,18,244,7,11,0,-4,7,11,-4,3.63269,-3.184148,0.448543,-0.415125,0.014888,0,-0.01305,-0.001701,0,-0.415125,3.63269,-3.27792,0.35477,-0.415125,0.014888,-0.013434,0,-0.001701,3.63269,-3.693045,0.014888,-0.015135,-0.060355,3.63269,-3.693045,0.014888,-0.015135,7.325735,0,0,0,0,0,negative
32,13,19,3,6,2,37,21,16,4,66,668,43,23,0.008982,20,43,23,20,6.961103,-4.768013,2.193091,-0.01662,0.010421,0.000975,-0.007138,-0.001,0.72032,-0.66819,8.503916,-7.884783,0.619133,0.05213,0.01273,-0.011804,0.001078,-0.001,9.224236,-8.552973,0.013809,-0.012804,0.671263,9.224236,-8.552973,0.013809,-0.012804,17.777209,0,0,0,0,0,positive
17,2,15,3,5,2,19,2,17,3,28,240,24,4,0,20,24,4,20,3.145346,-1.78896,1.356386,0.32143,0.013106,0.002492,-0.007454,-0.001153,0.59818,-0.27675,3.268599,-1.78896,1.479639,0.32143,0.013619,-0.007454,0.002492,-0.001153,3.866779,-2.06571,0.016112,-0.008607,1.801069,3.866779,-2.06571,0.016112,-0.008607,5.932489,0,1,0,0,0,positive
11,2,9,-1,0,1,11,4,7,-1,16,245,11,5,0,6,11,5,6,3.10254,-0.915225,2.187315,-0.09012,0.012663,0,-0.003736,-0.000368,0,-0.09012,3.10254,-1.852875,1.249665,-0.09012,0.012663,-0.007563,0,-0.000368,3.10254,-1.942995,0.012663,-0.007931,1.159545,3.10254,-1.942995,0.012663,-0.007931,5.045535,1,0,1,1,1,negative
34,9,25,-2,1,4,34,11,23,-3,50,540,35,15,0.001852,20,35,15,20,8.88249,-3.55689,5.3256,-0.895235,0.016449,0.000076,-0.006587,-0.001734,0.04126,-1.314415,8.88249,-3.70686,5.17563,-1.273155,0.016449,-0.006865,0.000076,-0.002434,8.92375,-5.021275,0.016525,-0.009299,3.902475,8.92375,-5.021275,0.016525,-0.009299,13.945025,0,0,0,0,0,positive
6,3,3,2,3,0,8,3,5,3,14,233,11,3,0,8,11,3,8,1.42039,-1.155015,0.265375,0.74406,0.006096,0.003193,-0.004957,0,0.90645,0,2.253,-1.155015,1.097985,0.90645,0.00967,-0.004957,0.00389,0,3.15945,-1.155015,0.01356,-0.004957,2.004435,3.15945,-1.155015,0.01356,-0.004957,4.314465,0,1,0,0,0,negative
7,7,0,-1,0,1,9,8,1,-1,18,176,9,9,0,0,9,9,0,1.90481,-2.079045,-0.174235,-0.43125,0.010823,0,-0.011813,-0.00245,0,-0.43125,3.32739,-2.757915,0.569475,-0.43125,0.018906,-0.01567,0,-0.00245,3.32739,-3.189165,0.018906,-0.01812,0.138225,3.32739,-3.189165,0.018906,-0.01812,6.516555,1,0,1,1,1,negative
69,23,46,3,7,1,80,27,53,6,115,1256,87,28,0.002389,59,87,28,59,16.348438,-11.018625,5.329813,0.125777,0.013016,0.000136,-0.008773,-0.000036,0.502028,-0.04506,19.800161,-13.108424,6.691738,0.456968,0.015764,-0.010437,0.0004,-0.000036,20.302189,-13.153484,0.016164,-0.010473,7.148706,20.302189,-13.153484,0.016164,-0.010473,33.455673,0,1,0,0,0,positive
9,5,4,2,3,1,9,9,0,2,22,209,12,10,0,2,12,10,2,3.51543,-2.51385,1.00158,0.016925,0.01682,0.002067,-0.012028,-0.001986,0.43205,-0.415125,3.51543,-3.96915,-0.45372,0.016925,0.01682,-0.018991,0.002067,-0.001986,3.94748,-4.384275,0.018887,-0.020977,-0.436795,3.94748,-4.384275,0.018887,-0.020977,8.331755,1,0,1,1,1,negative
20,9,11,3,3,0,23,13,10,3,39,334,26,13,0.005988,13,26,13,13,4.343935,-4.85796,-0.514025,0.26756,0.013006,0.000801,-0.014545,0,0.26756,0,5.137055,-5.437385,-0.30033,0.26756,0.01538,-0.01628,0.000801,0,5.404615,-5.437385,0.016181,-0.01628,-0.03277,5.404615,-5.437385,0.016181,-0.01628,10.842,0,1,0,0,0,negative
12,3,9,2,2,0,13,5,8,2,20,260,15,5,0,10,15,5,10,3.30802,-1.544655,1.763365,0.27741,0.012723,0.001067,-0.005941,0,0.27741,0,3.501783,-2.133615,1.368168,0.27741,0.013468,-0.008206,0.001067,0,3.779193,-2.133615,0.014535,-0.008206,1.645578,3.779193,-2.133615,0.014535,-0.008206,5.912808,1,1,1,1,1,positive
28,27,1,0,1,1,35,32,3,0,69,892,36,33,0.01009,3,36,33,3,7.39867,-11.72199,-4.32332,0,0.008294,0,-0.013141,0,0.45494,-0.418805,10.08761,-13.842045,-3.754435,0.036135,0.011309,-0.015518,0.00051,-0.00047,10.54255,-14.26085,0.011819,-0.015988,-3.7183,10.54255,-14.26085,0.011819,-0.015988,24.8034,0,1,0,0,0,positive
0,0,0,0,0,0,0,1,-1,0,1,17,0,1,0,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1.361318,-1.361318,0,0,-0.080078,0,0,0,-1.361318,0,-0.080078,-1.361318,0,-1.361318,0,-0.080078,1.361318,-1,-1,0,0,0,negative
7,11,-4,5,5,0,7,12,-5,5,24,273,12,12,0,0,12,12,0,2.5649,-2.047785,0.517115,0.82658,0.009395,0.003028,-0.007501,0,0.82658,0,2.5649,-2.979423,-0.414523,0.82658,0.009395,-0.010914,0.003028,0,3.39148,-2.979423,0.012423,-0.010914,0.412057,3.39148,-2.979423,0.012423,-0.010914,6.370903,1,1,0,0,0,negative
31,21,10,-1,0,1,32,23,9,-1,56,813,32,24,0,8,32,24,8,7.90484,-7.82124,0.0836,-0.05436,0.009723,0,-0.00962,-0.000067,0,-0.05436,8.31485,-8.14767,0.16718,-0.05436,0.010227,-0.010022,0,-0.000067,8.31485,-8.20203,0.010227,-0.010089,0.11282,8.31485,-8.20203,0.010227,-0.010089,16.51688,0,0,0,0,0,negative
11,3,8,0,2,2,13,4,9,0,21,259,15,6,0.003861,9,15,6,9,2.35784,-0.41316,1.94468,-0.033695,0.009104,0.001683,-0.001595,-0.001813,0.43579,-0.469485,3.014863,-0.7349,2.279963,-0.033695,0.01164,-0.002837,0.001683,-0.001813,3.450653,-1.204385,0.013323,-0.00465,2.246268,3.450653,-1.204385,0.013323,-0.00465,4.655038,1,0,1,1,1,negative
9,0,9,3,3,0,9,0,9,3,12,241,12,0,0,12,12,0,12,2.94798,0,2.94798,0.74406,0.012232,0.003087,0,0,0.74406,0,2.94798,0,2.94798,0.74406,0.012232,0,0.003087,0,3.69204,0,0.01532,0,3.69204,3.69204,0,0.01532,0,3.69204,1,1,1,1,1,positive
30,13,17,2,6,2,37,23,14,4,69,673,43,25,0.008915,18,43,26,17,7.54289,-6.71421,0.82868,0.14213,0.011208,0.001228,-0.009977,-0.001017,1.41904,-0.68445,9.560139,-11.579315,-2.019176,0.73459,0.014205,-0.017206,0.002109,-0.001017,10.979179,-12.263765,0.016314,-0.018223,-1.284586,10.979179,-12.67889,0.016314,-0.018839,23.658069,0,0,0,0,0,negative
